541	13017	2000
#crouch right
542	13018	2000
#fire left
543	19053	50	19054	50	19055	50	19056	50
544	19057	50	19058	50	19059	50	19060	50
#fire explode
545	19061	100	19062	100
#carry left
548	13019	600
#carry right
549	13020	600
#carry moving left
550	13021	100	13022	100	13001	100
#carry moving right
551	13023	100	13024	100	13002	100

#Tail bonus
# carry moving left
552	12033	100	12034	100	12001	100
# carry moving right
553	12035	100	12036	100	12002	100

#big bonus
#carry moving left
554	10014	100	10015	100	10001	100
#carry moving right
555	10016	100	10017	100	10004	100

#tail bonus 
#carry left
556	12031	100
#carry right
557	12032	100

#fire bonus
#kick left
558	13025	100
#kick right
559	13026	100
# ==== BRICK =========
601	20001	100
#invi
603	20002	100
# ==== QUESTION MARK BRICK =========
602	40001	1000	40001	100	40002	100	40003	100	40004	100
605	40005	100
#=== SHINING BRICK===
604	30004	100	30005	100	30006	100	30007	100
606	30008	100
# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100


# ==== KOOPAS  =========
#walk left
801	50001	100	50002	100
#walk right
802	50011	100	50012	100
#die
803	50032	100
#spinning
804	50032	100	50033	100	50034	100	50035	100	50032	100
#die up
805	50036	100
#spinning up
806	50037	100	50038	100	50039	100	50036	100
#winged
#right
807	50100	100	50101	100
#jump
808	50102	100
#wing big left
809	50105	100	50106	100
#jump
810	50107	100
#shell prepare live
811	50071	100	50074	100
# ====plant======
# trai tren
901	60001	100
#trai tren- fire
902	60002	100
# trai duoi
903	60003	100
#trai duoi - fire
904	60004	100
#phai tren
905	60005	100
#phai tren - fire
906	60006	100
#phai duoi
907	60007	100
#phai duoi - fire
908	60008	100

#---WINGED GOOMBA---
#onground-wing
1001	70001	100	70002	100
#fly
1002	70003	100	70004	100
#onground
1003	70005	100	70006	100
#die
1004	70007	100
#----ITEMS----
#tree
1110	80010	100
#money
1111	80011	100	80012	100	80013	100	80014	100	80015	100	80016	100
#switch on
1112	80020	100	80021	100
#switch off
1113	80022	100
#money
1114	80014	100
#mushroom green
1115	80025	100
#mushroom red
1116	80026	100

#===TUNNEL===
1201	110006	100
1202	110007	100
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	500	501	502	503	599	504	505	506	507	508	509	510	511	512	513	514	515	517	516	518	519	520	521	522	523	524	525	526	527	529	530	531	532	533	534	535	536	537	538	539	540	541	542	546	547	548	549	550	551	552	553	554	555	556	557	558	559
# BRICK 
2	601
# invi brick
23	603
# QUESTION MARK BRICK 
22	602	605
# SHINING BRICK
24	604	606
# GOOMBA
3	701	702
#WINGED GOOMBA 
31	1001	1002	1003	1004
#KOOPAS
4	801	802	803	804	805	806	807	808	809	810	811
#fire
5	543	544	545
#plant
6	901	902	903	904	905	906	907	908
#ITEMS
7	1110	1111	1112	1113	1114	1115	1116
#TUNNEL
8	1201	1202
[EFFECT]
90100
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 4 = InviBrick, 9 = tunnel, 10 = PLANT,11= winged goomba
# MARIO
0	140.0	40.0	1
#Ground
13	128	160	23	192
13	256	144	23	32
13	272	128	23	32
13	288	112	23	32
13	304	96	23	32
13	320	80	23	32
13	336	64	23	64
13	384	32	23	32
13	384	48	23	32
13	160	0	23	192
#
13	96	0	23	32
13	96	16	23	32
13	96	32	23	32
13	96	48	23	32
13	96	64	23	32
13	96	80	23	32
13	96	96	23	32
13	96	112	23	32
13	96	128	23	32
13	96	144	23	32

# Items
#11	208	24	7	4
12	224	24	7	4
12	240	24	7	4
#
12	208	40	7	4
12	256	40	7	4
#
12	256	56	7	4
#
12	224	72	7	4
12	240	72	7	4
#
12	256	88	7	4
#
12	208	104	7	4
12	256	104	7	4
#
12	224	120	7	4
12	240	120	7	4
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	356	36	1	366	56	1
[STATUS_BAR]
100000	100001	100010	100020
[TILEMAP]
900000	tilemap\mini_map_1.png	tilemap\mini_map_1.txt	16	1	12	32	16	16
