1	84	90	22

# ---- brick group 2 ----
1	160	74	2
1	160	90	22
1	144	90	22

# ---- brick group 3 ----
1	220	74	2
1	220	90	22
1	204	90	22

#Invi Brick
4	1264	384	23
4	1280	384	23
4	1296	384	23
4	1312	384	23
4	1328	384	23
4	1344	384	23
4	1360	384	23
4	1296	353	23
4	1312	353	23
4	1328	353	23
4	1344	353	23
4	1360	353	23
4	1376	353	23
4	1392	353	23
4	1328	320	23
4	1344	320	23
4	1360	320	23
4	1376	320	23
4	1392	320	23
4	1408	320	23
4	1424	320	23
4	1312	144	23
4	1328	144	23
4	1344	144	23
4	1360	144	23
4	241	369	23
4	257	369	23
4	273	369	23
4	273	336	23
4	289	336	23
4	305	336	23
4	400	369	23
4	416	369	23
4	432	369	23
4	448	369	23
4	464	369	23
4	464	336	23
4	480	336	23
4	496	336	23
4	512	336	23
4	512	384	23
4	528	384	23
4	544	384	23
4	560	384	23
4	576	384	23
4	592	384	23
4	512	304	23
4	528	304	23
4	544	304	23
4	560	304	23
4	2143	367	23
4	2159	367	23
4	2175	367	23
4	2175	272	23
4	2191	272	23
4	2207	272	23
4	1407	192	23
4	1423	192	23
4	1439	192	23
4	1455	192	23
4	1487	175	23
4	1503	175	23
4	1519	175	23
4	1535	175	23
4	1551	175	23
4	1567	175	23
4	1583	175	23
4	1599	175	23
4	1615	175	23
4	1631	175	23
4	1647	175	23
4	1663	175	23
4	1679	175	23
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
#50	300	98	0	316	150	2

